id,description,host_id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,Accomodation Bin,bathrooms_text,bathrooms,private_shared,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
273906," The space   This IS A Unique Penthouse in the modern Central Located Area of ​​SÃ¶der in Stockholm, HammarbysjÃ¶stad. The Apartment Has A Terrace of 65 m2 Were You Can Enjoy Both Beautiful Views of the Sickla Canal and Warm Summer Days. The Apartment Is Fully Furnished In A Modern Contemporary Style. From The Apartment You Can Walk To The Natural Park Nacka Reserve But You Can Also Take The Boat To The Many Shops And Restaurant's in Soon. There are Many Options for Public Transport, Walking Distance From Our Apartment. The Apartment is Located Approximate 10-15 Minute by Subway From T-Central. From T-Centralen Buses and Trains Depart to Arlanda Airport.   The Apartment Is Fully Equipped, Including Washing Machine, Espresso Machine, etc. Bedclothes, Towels Are Included In The Price.   There is an elevator.   About The Area:   The Area Were The Apartment Is Situated Is HammarbyjÃ¶stad Which Is Part of the Area of ​​Sodermalm. Y.",1432722,"Stockholm, Stockholm, Sweden",within an hour,100%,75%,f,2,SÃ¶dermalms,59.30543,18.10771,Entire rental unit,Entire home/apt,4,4 to 6 People,2 baths,2,Private,3,3,"[""Elevator"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Dryer"", ""Washer""]",253.44,6,30,0,0,0,169,8,5,5,5,5,4.75,5,5,f
301680,"There Several Rooms in the house, The Smallest for 300 (Breakfast Selfservice), The Double Room for 750, IF You Get The Bigger Room for the Lower Price, Breakfast is Self-Service. IT Means That There Is Coffee Or Tea, Marmelade And Bread For You.    The space   Your room is Cosy and Independent, With Private Shower During Your Stay And THERE IS FREE ACCESS TO THE INTERNET.   TV Room. CONTINENTAL BREAKFAST AND LUNCH INCLUDED, EXCEPTION IF REDUCED PRICES (IN THE WINTTIME) THEN THERRE ARE NO MEALS INCLUDED BUT THEY CAN BE BOUGHT FOR EXTRA SURCHARGE. Fresh Linens and Towels. Wireless internet.   ONE OR TWO PEOPLE, MY TWO NIGHTS MAX TWO WEEKS. We Have Been Hosting People From Allover The World Since 1997, You Are Welcome! Do You Wish To Learn Swedish, We Will Teach You!    Guest Access   A Modern Kitchen is Available for Cooking, Dining Room for Having Your Meals. Parking is Free Outside On The Street (Quiet Area). Washing machine has.",1554143,"Stockholm, Stockholm County, Kingdom of Sweden",a few days or more,0%,N/A,f,2,Ã„lvsjÃ¶,59.27635,17.99165,Private room in residential home,Private room,2,2 to 3 People,1 shared bath,1,Shared,1,1,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Indoor fireplace"", ""Long term stays allowed"", ""Gym"", ""Hair dryer"", ""TV"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Breakfast"", ""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises""]",104.27,1,1125,30,60,90,365,35,4.59,4.45,4.74,4.65,4.52,4.42,4.58,f
302496,"This Unique Apartment is situated in Vasastan, With Great Restaurants, Trendy Bars and Coffee Shops Just Outside the Door. Built In 1915, The Apartment Has An Open Architecture, With A Modern Interior Design And Inspiring Art And Paintings.    The Space   The Apartment Is Located In A Prestigious Building From 1915 in The Heart of Stockholm.  IT IS A 6 Room Apartment With One Master Bedroom And, Small Bedroom, A Living Room With A Nice Bay Window, A Spacious Dining Room For Up To 16 Guests, A SWEDISH LIBRARY And A Nice Round Lounge Hall With A Welcoming Fireplace.  The Apartment Has A Modern Interior Design and A Comfortable Atmosphere. A Sunny Brightness Comes From The Large and Many Windows, The High Ceiling And The Broad Opening Between The Three Rooms In Line (Dining Room, Living Room and Library)  Staying There Is Almost To Be In The City Center, It Only TAKES YOU SOME MINUTES TO WALK DOWN Town. In The Close Area You Have Everything You Need For Y",1557657,"Stockholm, Stockholm County, Kingdom of Sweden",within a few hours,100%,69%,t,2,Norrmalms,59.34685,18.06056,Entire rental unit,Entire home/apt,6,4 to 6 People,2 baths,2,Private,3,6,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""High chair"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Dryer"", ""Dishwasher"", ""Indoor fireplace"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hangers"", ""Host greets you"", ""Crib"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Carbon monoxide alarm""]",405.12,5,60,21,51,72,338,71,4.96,4.9,4.75,4.96,4.97,4.97,4.83,f
313763,"Trendy Vasastan In The City Center. Walking Distance to All Sights and Nice Bars, Restaurants and Funky Shops In The Area. Subway, Train and Buses 1 My Away. This is One of the Most Popular Areas Among The Locals of Stockholm!  Elevator In The Building. No Kids As Guests.  Ultra Faced Internet Connection, 250 Mbit / S and A Large 75 Inch TV.    The space   Just by the Odenplan Plaza in the Heart of Vasastan in Stockholm City Center. In The Living Room There is a Large Comfy Sofa, A TABLE TO EAT AND THE EXIT TO THE TERRACE. There is Also A Working Fireplace, A Big Screen TV Including Many International Channels and Netflix. Chromecast to Watch Online Material.   The Kitchen Is Very Well equipped with the Best KitchenWare. Coffee Machine, Grinder, Mixer, Microwave, Gas Stove and Electric Oven. THERE IS AN ICE MACHINE AND A LARGE DISHWASHER. The Bathroom Has A Washing Machine and A WC / Shower. In Also Provide A Hair Dryer.   The View is Stunning F",1533849,"Sarasota, Florida, United States",N/A,N/A,N/A,t,4,Norrmalms,59.34283,18.0493,Private room in loft,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Smart lock"", ""Dishwasher"", ""Indoor fireplace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""BBQ grill"", ""Heating"", ""Ethernet connection"", ""Washer"", ""Carbon monoxide alarm""]",59.78,3,45,0,0,0,0,51,4.9,4.92,4.8,4.92,4.94,4.92,4.73,f
368952," The space   About The Guesthouse:   Small Guest House for Clean for 1-2 People, (1 person Longterm Stay, 2 person's shortterm stay) Part of a Modern Villa Built in 2010.  The Guest House Is Like A Private House Situated in the Garden.   Furniture Are Very Stylish and Cosy. Comfortable bed 120 cm. The Guesthouse has a Small Kitchen with Refridgerator, and A toilet.  In your Guest House You have high speed WiFi.   pure includes electricality, water (hot and cold) and also wifi / internet.   in the mainhouse you have access to take a shower, Laundry Machine and Dry Tumbler. < BR />  WE ALSO HAVE A NICE GARDEN AND A BIG TERRRACE WITH BOTH A LOUNGE AREA, SUNBEDS AND A DINING GROUP FOR FOUR PEOPLE.   IN ALSO BIKES THAT YOU CAN BORROW TO TAKE A Ride!   Free Parking On The Property.   About The Area:   The House is situated in a Calm Area Very Close to the Nature , A National Park, Swimming Lakes",746396,"Stockholm, Stockholm County, Kingdom of Sweden",within a few hours,100%,50%,f,2,SkarpnÃ¤cks,59.24656,18.17775,Entire guesthouse,Entire home/apt,1,1 Person,1 bath,1,Private,1,1,"[""Iron"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Free street parking"", ""Essentials"", ""Kitchen"", ""Luggage dropoff allowed"", ""Smart lock"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace""]",50.05,1,1125,10,10,28,118,19,4.57,4.35,4.53,4.71,4.82,4.24,4.12,f
385701,"One of the Finest Architectural Houses from the Sixties in Sthlm Suburb-Farsta. 17 minutes from the Stockholm Center. Big House, 130 m2. Terrace, Balcony and A Small Garden. Situated With Nice Wiews To The Park, And Road Further Away. Thereâ € <IS A Highway 500 meters away, so if you are Searching for Totally Quietness Farsta Is Note The Place. 7 Minute Walk to Beach and Near to Fantastic Nature, 2km to FarstanÃ¤set; Nature Reserve. And Nice Walks By The Lake.  WiFi 100 / 100Mbit.    The space   Fantastic House. Architectural Must See from the 60-IES in Fantastic Suburb Farsta. The House Is Not New, And We Have Done Everything We Can To Preserve The Old Details and Charm. We Are Eco Friendly, Our Furnitures Are Vintage And We Do Not Prefer New Things.    Guest Access   The Whole House.    Other thing to note   Park Just in Front of Building, and Road a Bit Further.  House Is Clean When Arriving, Please Leave It That Way When Leaving",1930434,"Stockholm, Stockholm County, Sweden",within a few hours,100%,57%,f,1,Farsta,59.25094,18.09676,Entire townhouse,Entire home/apt,6,4 to 6 People,1.5 baths,1.5,Private,4,5,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Smart lock"", ""Patio or balcony"", ""Indoor fireplace"", ""Long term stays allowed"", ""Cable TV"", ""Dedicated workspace"", ""Smoke alarm"", ""Bathtub"", ""Shampoo"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""BBQ grill"", ""Heating"", ""Washer"", ""Carbon monoxide alarm""]",208.54,7,30,0,0,0,55,7,4,4.29,3.57,4.67,4.67,4,4,f
438129," The space   One Bunk Bed (IKEA STYLE) 80 village 200 cm, in My Office Room in My House. Are You Working Or Visiting At The Alvsjo Exhibition Fair in Stockholm? THEN THIS PLACE IS THE PERFECT PLACE!   I Live Only 20 Minute Walk From The Fair! 10 Minute Walk to the Subway (Green Line 19) and Two Grocery Stores and About 22 min Into Central Stockholm by Subway.   You can use the fully equipped kitchen to cook for breakfast and dinner (has electric stove, oven and microwave), and then thereÂ's the living room you can be in with a comfortable couch and big screen TV Relaxation!   FOR HOUSERULES AND DIRECTIONS PLEASE SEE MY OTHER LISTING OR CONTACT ME. Please No Smokers and Sinsce in Grindren In The House, No Drinking In The House, No Guests Allowed And Not So Loud After 8 pm.    Guest Access   Bedroom, Kitchen (Including Space in Kitchen and Freezer), Downstairs Bathroom with Shower, Livingroom.",914316,Sweden,within a few hours,100%,75%,f,1,Enskede-Ã…rsta-VantÃ¶rs,59.26424,18.02277,Private room in townhouse,Private room,1,1 Person,2 shared baths,2,Shared,1,1,"[""Iron"", ""Wifi"", ""Lock on bedroom door"", ""Free street parking"", ""Dryer"", ""Long term stays allowed"", ""Cable TV"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Free parking on premises"", ""Hot water"", ""Host greets you"", ""Hair dryer"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer""]",48.66,1,150,11,41,71,346,23,4.78,4.74,4.87,4.96,5,4.43,4.65,f
441476," The space   This is of Very nice and light apartment on the 3rd Floor and All Rooms Are Facing A Nice Garden Where You Can use Either for Just Relaxing Or Having Breakfast or Barbeque. The Apartment Has Newly Been Renovated and Is Furnitured in a Modern Style. The Livingroom Is Divided In Two Parts One TV Part And One Dining Part Where You Can Easily Sit 6 People. The Kitchen IS in Retro Style Ã ã la 50: Ties with Room for 4 People. The Bedroom (Email Hidden) Comfarable Bed. When You See The Apartment You Will Be Very Pleased.   The Area is One of the More Trendier Places in Stockholm with a great variation of resturants, bars, cafes and shops. You will not have any problem Finding Your Own Place :). One Minute From The Apartment You Have ""Nytorget"" WHICH IS A SQUARE WHERE YOU CAN ENJOY THE SUN AND COFFFLES WITH MANY OTHER YOUNG TRENDY Swedes IF YOU WANTHING SOMETHING LARGER THERE IS ""The Vitabergspark"" Stockholm Answere to Central Park in Manhattan :). There is bu",2040999,"Stockholm, Stockholm County, Sweden",a few days or more,0%,0%,f,0,SÃ¶dermalms,59.31391,18.08227,Entire rental unit,Entire home/apt,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace""]",129.15,2,1125,4,19,49,324,77,4.87,4.92,4.88,4.76,4.88,4.92,4.71,f
442837,"Single Room In A Modern and Bright Apartment in Stockholm with Free WiFi Access In A Calm and Green Area.   Located Just 5-10 mins from the City Center by Metro. Easy Access by Public Transport to All The Cities Sightseeing Spots (Old Town, Vaasa Museum, The City Hall, Södermalm, StockholmmÃ¤ssan, Globen, etc).   Almost Door-to-Door Access From Arlanda Airport with Direct Bus (air buses) To Liljeholmen stopping 30 meters from my Building.    The space   I'm Renting Out A Nice Single Room In A Modern Three-Rooms Apartment in Liljeholmen (Name of the Metro Station On The Red Line), WHICH IS LOCATED Just 5-10 mins South of the City Center of Stockholm. Very Convenient If You Want To Sightseeing The City Center Or Go To The Stockholm Fair In A ""LvsjÃ¶ OR If You Going To Event In Globe Or Tele2 Areas Or If You Work In Marievik (H & M, etc)  <BR / > Bedroom:  The bedroom has a single bed (120x200cm), Desk and Bookshelf. The Bed Linen and Towels Are Pro",2200827,"Stockholm, Stockholm County, Sweden",within an hour,100%,40%,f,1,HÃ¤gersten-Liljeholmens,59.31059,18.02369,Private room in rental unit,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Dining table"", ""Lake access"", ""Microwave"", ""Dryer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Freezer"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Bathtub"", ""TV"", ""Oven"", ""Stove"", ""Toaster"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Heating"", ""Washer"", ""Single level home"", ""Dishwasher""]",79.38,2,5,29,59,89,89,96,4.62,4.76,4.56,4.83,4.84,4.65,4.48,f
451155,"Well Designed and Cosy Place Close To City. Very Calm and Has Only Good Reviews.    The space   The House Is Open Planned So There is a Large Livingroom Combined With The Kitchen. IT IS VERY LIGHT SINCE THERE ARE MANY LARGE Windows. In The Kitchen You Will Find Everything You Need Like Dishwasher, Stove, Espressomachine etc. The Livingroom Has A Large TV, DVD Player, Wireless Internet. And a balcony facing southwest. On The Same Floor, There is Three Bedrooms, Two Bedroom With Single Beds And One Bedroom With A Large Doublebed. Furthermore, There is One Bathroom with Bathtub and Toilet. IN THE BASEMENT THERE IS A LARGE ROOM WITH A LARGE DOUBLE BED FOR TWO PERSONS.  The House Is Very Calm and Well Designed, and It is Located Just 8km (5 miles) from the CityCenter of Stockholm. You Just Take The Tube 5 Stops and You Are Downtown. THERE IS A LARGE GROCERY STORE NEXT TO Svedmyra Tube station.  And When You Come Home You Can Spend Time In The Garden, Barbecuing",2240860,"Stockholm, Stockholm County, Sweden",within an hour,100%,50%,f,1,Enskede-Ã…rsta-VantÃ¶rs,59.28003,18.05527,Entire residential home,Entire home/apt,6,4 to 6 People,1 bath,1,Private,4,4,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Indoor fireplace"", ""Security cameras on property"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Cooking basics"", ""Shampoo"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""Hot water""]",208.54,3,14,0,0,0,271,24,4.64,4.79,4.38,4.68,4.96,4.83,4.46,f
475409,"Amazing Views!    The space   Charming 1 bedroom in the 18th century building. You will have privacy in the bedroom and in Will be in the Living Room. The Apartment IsÂ Spacious, Has A Welcoming Hallway With Wardrobe, Beautiful Wooden Floor, Very High Ceiling, Full Kitchen With All Necessary Fittings And Bathroom With Shower.   The Room Has A Work Desk For Working And You Can HAVE ACCESS TO A COMPUTER ON WEEKENDS. You Will Also Havve Your Own Private Balcony.Â Â Â The Street Is Quiet So No Noise At Nigh   The Apartment is Located in the Heart of Bohemian Soonmalm (Only A 3 Min Walk To The Old Town). The Area Is Packed With Interesting, Trendy and Creative Shops for Fashion, Design, Interior, Vintage, Second Hand, Modern Antiques, Books, Magazines and Records.   This iss in Stockholm And There is Plenty of Cozy Coffee Shops, Bars, Restaurants and Galleries.  FROM THE APARTMENT YOU CAN WALK TO THE ROYAL CASTLE AND",2356697,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,SÃ¶dermalms,59.31412,18.08274,Private room in rental unit,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Smoke alarm"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Shampoo"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace""]",65.34,3,7,0,0,0,151,44,4.54,4.37,4.63,4.71,4.8,4.76,4.41,f
478105,"Itâ's An Art Exhibiton, A Museum, With Objects Of All Kinds All Over In This Highly Unique Apartment.  Bohemic Flair, Still Taking Pride In Keeping It Super Fresh & Clean, Individualism, Top View, Space, Light.  The Whole Apartment Is For You - Two Bathrooms (One With Steam Sauna) + Two Balconies Included.  Situated Between Two Subway Lines, With A Bus Stop Just Across The Street And Friendly Neighboors - It All ADDs Up To A Pleasant Stay.    The space   Top Floor - Top Views, Two Bathrooms (One With Bath Tub & The Other With Steam Sauna & An Array Of Different Showers ), TWO Large Balconies for Sunset Martinis, Artistic Interior Design, Lots of Sun & Air From All Directions, Charming, 80 Sq M, Fullty Equipped W Fiber WiFi, TV, Free Towels & Linen, Tempurmattress In Large King Size Bed, Close To Trendy Phone Plan W Royal College of Arts and Restaurant Land With Clubevenings, Live Bands & DJ's (Closing Early So Then Head for The Southern Part Of T",1756346,"HÃ¤gersten-Liljeholmen, Stockholm County, Sweden",within a day,100%,100%,f,1,HÃ¤gersten-Liljeholmens,59.30177,17.99189,Entire condominium (condo),Entire home/apt,5,4 to 6 People,2 baths,2,Private,2,3,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Gym"", ""Luggage dropoff allowed"", ""Microwave"", ""High chair"", ""Coffee maker"", ""Dryer"", ""Dishwasher"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV"", ""Oven"", ""Cooking basics"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Shared garden or backyard"", ""BBQ grill"", ""Heating"", ""Washer"", ""Carbon monoxide alarm""]",165.44,6,180,11,11,11,252,31,4.68,4.76,4.6,4.9,4.9,4.62,4.59,f
514133,"This COSY -50 SQM / 538 SQFT - Modern Apartment IS The Perfect Choice for Friends or Family With Up To Three Person's Who Want Both, To Be In The Heart Of The City And At The Same Time Have Privacy.    The space   it is located in Odenplan, in the district of Vasastan, surrounded by Many Restaurants, Bars, Café's and Shopping, Just A Few Steps From Vasaparken (The Green Park ). Perfect Home Base to Explore Stockholm, IT IS Central But Quiet. Situation On The 2rd Floor With A Balcony Make Staying At The Apartment Particular Pleasant.    Guest Access   Included Is Cable TV, Internet (WiFi), Dishwasher, And Washing Maschine. There is Parking Parking Outside Street with a Payment Machine. Linens and Towels Will Also Be Provided.    Other thing to note   In This Apartment, There is a Spacious Living Room Area Includes A TV and Comfortable Sofa, That IS EASILY CONVERTED INTO A DOUBLE SIZE BED. A FULLY EQUPPED MODERN KITCHEN WITH A DINING TA",2532579,"Stockholm, Stockholm County, Sweden",within a day,100%,0%,f,1,Norrmalms,59.33992,18.04361,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,2,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Paid parking on premises"", ""Long term stays allowed"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dryer"", ""Washer"", ""Dedicated workspace"", ""Keypad"", ""Hot water""]",216.46,1,365,12,12,12,217,5,4.8,4.75,4.75,4.75,5,5,4.4,f
533880,"Looking for Long Term Guest (Months). The Room is situated in Stockholm's Best (Posh) Area. Calm, Safe and Close to Everything Including Public Transportation. In Will Do Everything To Accomodate You And Your Needs! Looking for Long Term Guest.    The space   The room is situated in Stockholm's Best (posh) Area. Calm, Safe and Close to Everything Including Public Transportation. In Will Do Everything To Accomodate You And Your Special Needs! Welcome to Book!   300 meters from The Apartment There is a Thai Takeaway Place. 9 euros per superized portion. A Genuine, Classy Chinese Restaurant Is Just Two Blocks From Here - Conton At Erik Dahlbergsgatan 41. At ValhallavÃ¤gen 131 You Find The ""Word Famous"" Greek Restaurant Kouzina, Which I Could Higly Recommend. Always Crowded and Delicious Meals at Resonable Prices.   In The Classy Shopping Center FÃ¤ltÃ¶verststen Three Blocks From Here You Find The Best of Sushi, Swedish ""Husmanskost"", Classic Swedish Coffee Sho",2624450,Stockholm,N/A,N/A,N/A,f,1,Ã–stermalms,59.34412,18.08957,Private room in rental unit,Private room,2,2 to 3 People,Shared half-bath,0.5,Shared,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Microwave"", ""Body soap"", ""Freezer"", ""Washer \u2013\u00a0In building"", ""Long term stays allowed"", ""Outlet covers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Electric stove"", ""Bathtub"", ""Shower gel"", ""Oven"", ""Piano"", ""Paid street parking off premises"", ""Shampoo"", ""Hot water"", ""Dryer \u2013 In building"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Conditioner"", ""First aid kit"", ""Heating"", ""Building staff"", ""Carbon monoxide alarm""]",78.97,10,90,0,0,0,0,105,4.78,4.83,4.73,4.86,4.9,4.72,4.7,f
560308,"Newly Renovated 2 Bedroom Apartment in Great Shape. Master Bedroom with Double Bed (160 cm wide). Second Bedroom with single bed. There is Also an extra-bed and a baby-bed.   New Kitchen and New Bathroom.    The space   Welcome to a Two Bedroom Apartment in Stockholm.   Nicely Renovated and Furnished Apartment.   The Apartment Has Space for Up to Six People. A Master Bedroom With A Double Bed and A Second Maller Bedroom With Two Single Beds.   The Living Room Has A Daybed Plus An Extra Bed Available, As Well As a Baby Cot. More to IT, You have a fullly equipped kitchen, A Living Room with a TV, Closets in the hallway, internet access and a bathroom with a shower.   ITS location IS Close to Central Stockholm, With Excellent Public Transportation, A Few Steps Away. You are As Well Close to A Medical Care Center, A Pharmacy, A Smaller Convenient Store and Some Small Restaurants. There is also a shopping template just a",2755002,"Stockholm, Stockholm County, Sweden",within a few hours,100%,100%,t,3,Bromma,59.33536,17.97669,Entire rental unit,Entire home/apt,5,4 to 6 People,1 bath,1,Private,2,3,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Heating"", ""Single level home"", ""Dishwasher""]",244.68,2,1125,0,0,0,219,8,4.71,4.38,4.38,4.75,4.63,4.13,4.13,f
565912,"Stroll To Hip Sodermalm, Then Sip Cooling Drinks In The Garden At A Charming Residence Surrounded By Lakes and Trees. Flooded with light, this elegant space combines a soft, neutral color palette with pops of warm coral and patterned wallpaper.",2782963,"Stockholm, Stockholm County, Sweden",N/A,N/A,100%,f,1,HÃ¤gersten-Liljeholmens,59.31711,18.00519,Entire residential home,Entire home/apt,6,4 to 6 People,2 baths,2,Private,3,4,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Bedroom comforts"", ""Indoor fireplace"", ""Bathroom essentials"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""TV"", ""Free parking on premises"", ""Room-darkening shades"", ""Crib"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""Carbon monoxide alarm""]",337.13,7,20,0,0,0,186,21,4.76,4.72,4.89,4.89,4.94,4.78,4.72,f
568341,"Great 1 Junior Bedroom Apartment (Larger Than A Studio, Smaller Than A Proper 1 Bedroom). Newly Renovated and In Great Location, Very Central and Convenient in Stockholm. Quiet and the Apartment Faces Out to A Private Park.    The space   Junior 1 Bedroom Apartment on Kungsholmen in Central Stockholm. Nice Charming Building With Newly Renovated Apartment With Nice Furnishing.   Bigger Than A Studio, But Smaller Than A Proper 1 Bedroom Apartment, This Junior 1 Bedroom Apartment Gives you The Best of Two Worlds.   Charming Apartment with High Ceilings, Wooden Floors and French Windows. Bright and Nice Apartment.   Fully Equipped Kitchen, Bed area with 120 cm wide bed. Sofa-Bed in Livingroom. Extra-bed available.   Living Room with Sofa, Dining Table, TV, Internet Access and Closet.   Great Bathroom with shower, Sink and Toilet. HALLWAY WITH STORAGE UNIT.   Nice Apartment With Great Location in Central S",2755002,"Stockholm, Stockholm County, Sweden",within a few hours,100%,100%,t,3,Kungsholmens,59.33583,18.02983,Entire rental unit,Entire home/apt,3,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Single level home""]",152.23,2,1125,0,14,44,319,4,5,5,5,5,5,5,4.67,f
